pathogen,resistance,criteria,model type
"Shigella flexneri","ARO:3002620","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001100","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3001100","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3001100","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3001429","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3001429","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3001429","perfect","protein homolog model"
"Citrobacter freundii","ARO:3001429","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001429","perfect_strict","protein homolog model"
"Pseudomonas putida","ARO:3001429","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001429","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3001429","perfect_strict","protein homolog model"
"Pseudomonas putida","ARO:3001429","perfect","protein homolog model"
"Citrobacter freundii","ARO:3001429","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3001076","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3001076","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3001076","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3001076","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001133","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000916","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3000916","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000916","perfect_strict","protein homolog model"
"Moraxella catarrhalis","ARO:3000916","perfect_strict","protein homolog model"
"Neisseria gonorrhoeae","ARO:3000916","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000887","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3000887","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000887","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3000887","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3000887","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000887","perfect_strict","protein homolog model"
"Mycobacterium tuberculosis","ARO:3000887","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3000887","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3000887","perfect_strict","protein homolog model"
"Neisseria gonorrhoeae","ARO:3000887","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000887","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3001849","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3001849","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3001849","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3001849","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3001849","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3002157","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3002157","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002366","perfect","protein homolog model"
"Providencia rettgeri","ARO:3002366","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3002366","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002366","perfect_strict","protein homolog model"
"Vibrio parahaemolyticus","ARO:3002366","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3002366","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000845","perfect","protein homolog model"
"Acinetobacter pittii","ARO:3000845","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000845","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3000845","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3000845","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3000845","perfect","protein homolog model"
"Serratia marcescens","ARO:3002233","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3002233","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002233","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3000965","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000965","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000965","perfect_strict","protein homolog model"
"Enterococcus faecalis","ARO:3000965","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000965","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000979","perfect_strict","protein homolog model"
"Chlamydia trachomatis","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus velezensis","ARO:3000979","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000979","perfect","protein homolog model"
"Enterococcus faecium","ARO:3000979","perfect_strict","protein homolog model"
"Clostridium botulinum","ARO:3000979","perfect","protein homolog model"
"Staphylococcus saprophyticus","ARO:3000979","perfect_strict","protein homolog model"
"Streptococcus agalactiae","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus velezensis","ARO:3000979","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus halotolerans","ARO:3000979","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3000979","perfect_strict","protein homolog model"
"Legionella pneumophila","ARO:3000979","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3000979","perfect_strict","protein homolog model"
"Mycoplasma mycoides","ARO:3000979","perfect","protein homolog model"
"Staphylococcus aureus","ARO:3000979","perfect","protein homolog model"
"Rhizobium leguminosarum","ARO:3000979","perfect_strict","protein homolog model"
"Streptococcus agalactiae","ARO:3000979","perfect","protein homolog model"
"Clostridioides difficile","ARO:3000979","perfect","protein homolog model"
"Rhizobium leguminosarum","ARO:3000979","perfect","protein homolog model"
"Ruthenibacterium lactatiformans","ARO:3000979","perfect","protein homolog model"
"Escherichia coli","ARO:3000979","perfect","protein homolog model"
"Clostridium botulinum","ARO:3000979","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3000979","perfect","protein homolog model"
"Bacillus amyloliquefaciens","ARO:3000979","perfect_strict","protein homolog model"
"Faecalibacterium prausnitzii","ARO:3000979","perfect_strict","protein homolog model"
"Clostridium perfringens","ARO:3000979","perfect_strict","protein homolog model"
"Staphylococcus saprophyticus","ARO:3000979","perfect","protein homolog model"
"Streptococcus pneumoniae","ARO:3000979","perfect_strict","protein homolog model"
"Mycobacterium tuberculosis","ARO:3000979","perfect","protein homolog model"
"Pseudomonas brassicacearum","ARO:3000979","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3000979","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3000979","perfect","protein homolog model"
"Salmonella enterica","ARO:3000979","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000979","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000979","perfect","protein homolog model"
"Bifidobacterium longum","ARO:3000979","perfect","protein homolog model"
"Vibrio parahaemolyticus","ARO:3000979","perfect","protein homolog model"
"Bacteroides fragilis","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3000979","perfect_strict","protein homolog model"
"Mycoplasma mycoides","ARO:3000979","perfect_strict","protein homolog model"
"Burkholderia lata","ARO:3000979","perfect","protein homolog model"
"Burkholderia cepacia","ARO:3000979","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3000979","perfect","protein homolog model"
"Faecalibacterium prausnitzii","ARO:3000979","perfect","protein homolog model"
"Campylobacter coli","ARO:3000979","perfect_strict","protein homolog model"
"Helicobacter pylori","ARO:3000979","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3000979","perfect_strict","protein homolog model"
"Haemophilus influenzae","ARO:3000979","perfect_strict","protein homolog model"
"Moraxella catarrhalis","ARO:3000979","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus cereus","ARO:3000979","perfect_strict","protein homolog model"
"Mycobacterium tuberculosis","ARO:3000979","perfect_strict","protein homolog model"
"Streptococcus suis","ARO:3000979","perfect_strict","protein homolog model"
"Glaesserella parasuis","ARO:3000979","perfect_strict","protein homolog model"
"Propionibacterium freudenreichii","ARO:3000979","perfect","protein homolog model"
"Cronobacter sakazakii","ARO:3000979","perfect_strict","protein homolog model"
"Listeria monocytogenes","ARO:3000979","perfect_strict","protein homolog model"
"Legionella pneumophila","ARO:3000979","perfect","protein homolog model"
"Leclercia adecarboxylata","ARO:3000979","perfect","protein homolog model"
"Vibrio vulnificus","ARO:3000979","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3000979","perfect_strict","protein homolog model"
"Staphylococcus haemolyticus","ARO:3000979","perfect_strict","protein homolog model"
"Burkholderia cepacia","ARO:3000979","perfect","protein homolog model"
"Ruthenibacterium lactatiformans","ARO:3000979","perfect_strict","protein homolog model"
"Burkholderia lata","ARO:3000979","perfect_strict","protein homolog model"
"Streptococcus pneumoniae","ARO:3000979","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3000979","perfect","protein homolog model"
"Chlamydia trachomatis","ARO:3000979","perfect","protein homolog model"
"Escherichia coli","ARO:3000979","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3000979","perfect_strict","protein homolog model"
"Pseudomonas syringae","ARO:3000979","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3000979","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3000979","perfect_strict","protein homolog model"
"Helicobacter pylori","ARO:3000979","perfect","protein homolog model"
"Staphylococcus hominis","ARO:3000979","perfect","protein homolog model"
"Staphylococcus hominis","ARO:3000979","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000979","perfect","protein homolog model"
"Vibrio parahaemolyticus","ARO:3000979","perfect_strict","protein homolog model"
"Propionibacterium freudenreichii","ARO:3000979","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3000979","perfect","protein homolog model"
"Bifidobacterium longum","ARO:3000979","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002066","perfect_strict","protein homolog model"
"Brevibacillus laterosporus","ARO:3002955","perfect_strict","protein homolog model"
"Pseudomonas stutzeri","ARO:3002955","perfect_strict","protein homolog model"
"Enterococcus casseliflavus","ARO:3002955","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002955","perfect","protein homolog model"
"Staphylococcus aureus","ARO:3002955","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3002955","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3002955","perfect","protein homolog model"
"Enterococcus faecium","ARO:3002955","perfect","protein homolog model"
"Mycobacterium tuberculosis","ARO:3002955","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002955","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3002955","perfect_strict","protein homolog model"
"Enterococcus avium","ARO:3002955","perfect_strict","protein homolog model"
"Enterococcus casseliflavus","ARO:3002955","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3002955","perfect_strict","protein homolog model"
"Staphylococcus haemolyticus","ARO:3003285","perfect_strict","protein variant model"
"Staphylococcus hominis","ARO:3003285","perfect_strict","protein variant model"
"Staphylococcus aureus","ARO:3003285","perfect_strict","protein variant model"
"Staphylococcus epidermidis","ARO:3003285","perfect_strict","protein variant model"
"Acinetobacter baumannii","ARO:3000508","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000508","perfect","protein homolog model"
"Shigella boydii","ARO:3000508","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000508","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000508","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3000508","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3000508","perfect","protein homolog model"
"Escherichia coli","ARO:3000508","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3000508","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000508","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3000508","perfect_strict","protein homolog model"
"Streptococcus suis","ARO:3000508","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3000508","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3000508","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3000508","perfect_strict","protein homolog model"
